city,state,publish_date,url,title,category,population,lat,lng
Montezuma,CO,,https://the-journal.com/articles/171720,Montezuma County declares health emergency as coronavirus spreads,state_of_emergency,69.0,39.5817,-105.8681
Montrose,CO,,https://www.montrosepress.com/free_access/city-of-montrose-to-declare-emergency-in-light-of-covid/article_93e2bb0c-663d-11ea-a615-472fd2913c58.html,City of Montrose to declare emergency in light of COVID-19,state_of_emergency,22912.0,38.469,-107.8589
Mountain View,CO,03-12-2020 00:00,https://www.mv-voice.com/news/2020/03/12/mountain-view-announces-state-of-emergency-over-spread-of-coronavirus,Mountain View announces state of emergency over spread of coronavirus,state_of_emergency,537.0,39.7748,-105.0567
Pierce,CO,,https://www.rivertowns.net/news/government-and-politics/5017043-Pierce-County-declares-state-of-emergency-over-COVID-19,Pierce County declares state of emergency over COVID-19,state_of_emergency,1113.0,40.6335,-104.7551
Pueblo,CO,03-28-2020 00:00,https://www.chieftain.com/news/20200328/pueblo-covid-19-testing-drive-yields-2-positive-results,Pueblo’s COVID-19 cases at 10 as state declared major disaster,disaster_declaration,142351.0,38.2713,-104.6105
Rico,CO,03-12-2020 00:00,https://www.militarytimes.com/news/coronavirus/2020/03/12/governor-of-puerto-rico-declares-emergency-activates-national-guard-in-response-to-coronavirus/,"Governor of Puerto Rico declares emergency, activates National Guard in response to coronavirus",state_of_emergency,266.0,37.6892,-108.0318
Rico,CO,03-15-2020 00:00,https://www.nytimes.com/2020/03/15/us/coronavirus-puerto-rico.html,Puerto Rico Orders Coronavirus Lockdown. Violators Could Be Fined.,lockdown,266.0,37.6892,-108.0318
Ridgway,CO,03-14-2020 13:25,https://www.ouraynews.com/news/covid-19-update-ridgway-town-administrator-declares-disaster,COVID-19 update: Ridgway Town Administrator declares disaster,disaster_declaration,973.0,38.1573,-107.7545
Silverthorne,CO,,https://www.summitdaily.com/news/silverthorne-and-breckenridge-make-plans-for-local-health-emergencies-related-to-coronavirus/,Silverthorne and Breckenridge make plans for local health emergencies related to coronavirus,None,18396.0,39.6564,-106.0871
Springfield,CO,03-24-2020 21:00,https://www.ozarksfirst.com/local-news/greene-county-and-city-of-springfield-issue-stay-at-home-orders-two-more-covid-19-deaths-confirmed/,"Greene Co. and City of Springfield issue “Stay at Home” orders, Two more COVID-19 deaths confirmed",shelter_in_place,1370.0,37.4049,-102.6189
Superior,CO,,https://www.wdio.com/coronavirus/douglas-county-state-of-emergency-covid-19/5675714/,"Douglas Co., City of Superior declare state of emergency in midst of COVID-19",state_of_emergency,12951.0,39.9341,-105.1588
Superior,CO,03-16-2020 00:00,https://kbjr6.com/2020/03/16/superior-douglas-co-to-declare-state-of-emergency-monday/,"Superior, Douglas Co. declare State of Emergency, share plans amid COVID-19 pandemic",state_of_emergency,12951.0,39.9341,-105.1588
Superior,CO,03-15-2020 21:45,https://www.coloradohometownweekly.com/superior-issues-emergency-declaration-due-to-the-coronavirus,Superior issues emergency declaration in response to coronavirus,state_of_emergency,12951.0,39.9341,-105.1588
Vail,CO,,https://www.vaildaily.com/news/town-of-vail-declares-a-state-of-emergency-for-covid-19/,Town of Vail declares a state of emergency for COVID-19,state_of_emergency,6017.0,39.6386,-106.3608
Vernon,CO,,https://lacrossetribune.com/community/vernonbroadcaster/news/public-health-emergency-declaration-declared-in-vernon-county-due-to/article_ef565e26-ed23-564c-aa71-507e149764e0.html,Public health emergency declaration declared in Vernon County due to COVID-19 pandemic,state_of_emergency,0.0,39.9399,-102.3074
Walsh,CO,03-16-2020 00:00,https://www.wgbh.org/news/local-news/2020/03/16/walsh-announces-emergency-fund-to-address-coronavirus-pandemic,Walsh Announces Emergency Fund To Address Coronavirus Pandemic,None,514.0,37.3861,-102.2801
Yuma,CO,,https://www.kawc.org/post/yuma-county-declares-emergency-due-covid-19,Yuma County Declares Emergency Due To COVID-19,state_of_emergency,3510.0,40.1239,-102.7164
Danbury,CT,03-16-2020 20:02,https://patch.com/connecticut/danbury/danbury-mayor-declares-state-emergency,Coronavirus Danbury: Mayor Declares 'State Of Emergency',state_of_emergency,177177.0,41.4016,-73.471
New Haven,CT,03-15-2020 17:51,https://patch.com/connecticut/newhaven/coronavirus-new-haven-mayor-declares-state-emergency,Coronavirus New Haven: Mayor Declares State Of Emergency,state_of_emergency,568144.0,41.3112,-72.9246
Torrington,CT,03-20-2020 15:56,https://dailyvoice.com/connecticut/litchfield/news/covid-19-torrington-declares-state-of-emergency/785342/,COVID-19: Torrington Declares State Of Emergency,state_of_emergency,40583.0,41.8349,-73.1281
West Haven,CT,03-17-2020 13:48,https://patch.com/connecticut/westhaven/coronavirus-west-haven-rossi-issues-emergency-order,Coronavirus West Haven: Rossi Issues Emergency Order,None,54843.0,41.2739,-72.9672
Bethel,DE,03-18-2020 12:51,https://patch.com/connecticut/bethel/coronavirus-bethel-town-declares-state-emergency,Coronavirus Bethel: Town Declares 'State Of Emergency',state_of_emergency,193.0,38.5706,-75.6194
Millsboro,DE,,https://www.capegazette.com/article/town-millsboro-adjusts-employee-schedules-due-covid-19-orders/199933,Town of Millsboro adjusts employee schedules due to COVID-19 orders,None,10578.0,38.5865,-75.3019
Milton,DE,03-27-2020 00:00,https://www.srpressgazette.com/news/20200327/coronavirus-milton-declares-covid-19-state-of-emergency,CORONAVIRUS: Milton declares COVID-19 state of emergency,state_of_emergency,2890.0,38.7751,-75.3104
Milton,DE,03-23-2020 00:00,https://www.pnj.com/story/news/2020/03/23/milton-declares-covid-19-state-emergency-combat-spread-coronavirus/2905012001/,"City of Milton declares COVID-19 state of emergency, after lengthy civil rights debate",state_of_emergency,2890.0,38.7751,-75.3104
Bay Harbor Islands,FL,03-11-2020 00:00,https://www.local10.com/news/local/2020/03/11/letter-from-bay-harbor-islands-mayor-town-declares-state-of-emergency-over-first-presumptive-positive-coronavirus-case/,Memo from Bay Harbor Islands mayor: Town declares state of emergency over possible presumptive positive coronavirus case,state_of_emergency,6006.0,25.8878,-80.1335
Boca Raton,FL,03-17-2020 19:25,https://www.bocamag.com/coronavirus-boca-state-of-emergency/,Coronavirus: City of Boca Raton Declares State of Emergency,state_of_emergency,98150.0,26.3749,-80.1077
Bonita Springs,FL,03-16-2020 00:00,https://www.naplesnews.com/story/news/local/communities/the-banner/2020/03/16/coronavirus-florida-bonita-springs-council-vote-state-emergency/5062833002/,Bonita Springs City Council declares state of emergency declaration due to coronavirus,state_of_emergency,396220.0,26.3559,-81.7861
Captiva,FL,,http://www.island-reporter.com/page/content.detail/id/591240/Coronavirus-update--Lee-issues-state-of-emergency.html?nav=5064,Coronavirus update: Lee issues state of emergency - CaptivaSanibel.com,state_of_emergency,194.0,26.5205,-82.191
Coconut Creek,FL,03-03-2020 00:00,https://www.local10.com/news/local/2020/03/03/amid-coronavirus-spread-students-participate-in-emergency-drill-in-coconut-creek/,"Amid coronavirus spread, students participate in emergency drill in Coconut Creek",None,61010.0,26.2802,-80.1842
Coconut Creek,FL,03-21-2020 00:00,https://miami.cbslocal.com/2020/03/21/coronavirus-prompts-coconut-creek-to-enact-nightly-curfew/,Coronavirus Prompts Coconut Creek To Enact Nightly Curfew,lockdown,61010.0,26.2802,-80.1842
Coral Gables,FL,03-25-2020 00:00,https://miami.cbslocal.com/2020/03/25/coronavirus-coral-gables-safer-at-home-emergency-order/,Coronavirus Impact: Coral Gables Issues ‘Safer At Home’ Emergency Order,shelter_in_place,51095.0,25.7037,-80.2715
Eglin AFB,FL,03-25-2020 21:34,https://www.wkrg.com/health/coronavirus/eglin-afb-declares-public-health-emergency-during-covid-19-outbreak/,Eglin AFB declares public health emergency during COVID-19 outbreak,state_of_emergency,2065.0,30.4592,-86.5499
Fort Walton Beach,FL,03-23-2020 15:55,https://www.wkrg.com/health/fort-walton-beach-declares-state-of-emergency-in-response-to-covid-19/,Fort Walton Beach Declares State of Emergency in Response to COVID-19,state_of_emergency,21895.0,30.4249,-86.6193
Greenacres,FL,03-18-2020 00:00,https://www.palmbeachpost.com/news/20200318/coronavirus-in-florida-greenacres-declares-state-of-emergency,Coronavirus in Florida: Greenacres declares state of emergency,state_of_emergency,40719.0,26.6272,-80.1372
Haines City,FL,03-20-2020 00:00,https://www.theledger.com/news/20200320/coronavirus-in-polk-haines-city-declares-state-of-emergency,Coronavirus in Polk: Haines City declares state of emergency,state_of_emergency,24304.0,28.11,-81.6157
Key Biscayne,FL,,http://www.islandernews.com/news/one-more-covid-confirmed-case-in-key-biscayne-governor-desantis/article_62a5ae7a-6db6-11ea-ac01-37dcdb9bb923.html,One more COVID19 confirmed case in Key Biscayne. Governor DeSantis issues quarantine order for NY-area travelers arriving in Florida,quarantine,13182.0,25.6908,-80.1653
Key West,FL,03-15-2020 17:24,https://www.nbcmiami.com/news/local/key-west-declares-state-of-emergency-over-coronavirus/2205997/,Key West Declares State of Emergency Over Coronavirus,state_of_emergency,32820.0,24.5637,-81.7768
Kissimmee,FL,,https://www.aroundosceola.com/news/city-kissimmee-issues-local-state-emergency-declaration-due-covid-19,City of Kissimmee issues local State of Emergency declaration due to COVID-19,state_of_emergency,374231.0,28.3042,-81.4164
Lakeland,FL,03-17-2020 00:00,https://www.theledger.com/news/20200317/lakeland-declares-state-of-emergency-in-wake-of-covid-19-pandemic,Lakeland declares state of emergency in wake of COVID-19 pandemic,state_of_emergency,291281.0,28.0557,-81.9545
Lighthouse Point,FL,03-20-2020 15:14,https://pointpubs.com/lighthouse-point-declares-state-of-emergency-new-measures-to-combat-coronavirus-news/,"LIGHTHOUSE POINT: STATE OF EMERGENCY, NEW MEASURES TO COMBAT CORONAVIRUS",state_of_emergency,11242.0,26.2785,-80.0891
Marco Island,FL,03-16-2020 00:00,https://www.marconews.com/story/news/2020/03/16/marco-island-declares-state-emergency-amid-coronavirus-threat/5063389002/,"City of Marco Island declares state of emergency, cancels events amid coronavirus threat",state_of_emergency,17904.0,25.933000000000003,-81.6993
Milton,FL,03-27-2020 00:00,https://www.srpressgazette.com/news/20200327/coronavirus-milton-declares-covid-19-state-of-emergency,CORONAVIRUS: Milton declares COVID-19 state of emergency,state_of_emergency,9986.0,30.6286,-87.0522
Milton,FL,03-23-2020 00:00,https://www.pnj.com/story/news/2020/03/23/milton-declares-covid-19-state-emergency-combat-spread-coronavirus/2905012001/,"City of Milton declares COVID-19 state of emergency, after lengthy civil rights debate",state_of_emergency,9986.0,30.6286,-87.0522
Naples,FL,03-16-2020 00:00,https://www.naplesnews.com/story/news/local/2020/03/16/coronavirus-florida-naples-declares-local-state-emergency-due-covid-19/5057556002/,Naples declares local state of emergency due to coronavirus,state_of_emergency,21948.0,26.1505,-81.7936
Naples,FL,03-16-2020 00:00,https://www.winknews.com/2020/03/16/naples-declares-state-of-emergency-in-response-to-coronavirus-election-still-held-tuesday/,"Naples declares state of emergency in response to coronavirus, election still held Tuesday",state_of_emergency,21948.0,26.1505,-81.7936
Niceville,FL,03-24-2020 00:00,https://www.thedestinlog.com/news/20200324/niceville-declares-state-of-emergency-as-coronavirus-spreads,Niceville declares state of emergency as coronavirus spreads,state_of_emergency,15249.0,30.529,-86.4753
North Port,FL,03-17-2020 00:00,https://www.heraldtribune.com/news/20200317/coronavirus-florida-north-port-declares-state-of-emergency,Coronavirus Florida: North Port declares state of emergency,state_of_emergency,195992.0,27.0577,-82.1975
Ocoee,FL,03-24-2020 00:00,https://www.clickorlando.com/news/local/2020/03/24/ocoee-mayor-declares-state-of-emergency-during-coronavirus-pandemic/,Ocoee mayor declares state of emergency during coronavirus pandemic,state_of_emergency,46402.0,28.5787,-81.5337
Oldsmar,FL,,http://www.suncoastnews.com/news/oldsmar-declares-covid--state-of-emergency/article_da6ff486-6d3b-11ea-802b-d7ad8de349a2.html,Oldsmar declares COVID-19 state of emergency,state_of_emergency,14617.0,28.0507,-82.6697
Palm Beach,FL,03-28-2020 00:00,https://www.palmbeachpost.com/news/20200328/coronavirus-florida-pbc-cases-top-300-as-delray-palm-beach-issue-stay-at-home-orders,"Coronavirus Florida: PBC cases top 300 as Delray, Palm Beach issue stay-at-home orders",shelter_in_place,8751.0,26.6932,-80.0406
Pioneer,FL,03-29-2020 09:30,https://www.columbiavalleypioneer.com/news/world-covid-19-update-u-s-expects-100000-deaths-oregon-declares-disaster/,"World COVID-19 update: U.S. expects 100,000 deaths; Oregon declares disaster – The Columbia Valley Pioneer",disaster_declaration,709.0,26.7258,-81.219
Sanibel,FL,03-18-2020 00:00,https://www.news-press.com/story/news/local/2020/03/18/sanibel-passes-resolution-local-state-emergency/2862903001/,Sanibel's city council passes resolution proclaiming local state of emergency over COVID-19,state_of_emergency,7363.0,26.4534,-82.1023
Venice,FL,03-16-2020 00:00,https://www.heraldtribune.com/news/20200316/coronavirus-florida-venice-declares-state-of-emergency,Coronavirus Florida: Venice declares state of emergency,state_of_emergency,23020.0,27.1164,-82.4135
Vernon,FL,03-29-2020 08:30,https://www.vernonmorningstar.com/news/world-covid-19-update-u-s-expects-100000-deaths-oregon-declares-disaster/,"World COVID-19 update: U.S. expects 100,000 deaths; Oregon declares disaster – Vernon Morning Star",disaster_declaration,678.0,30.6197,-85.7062
Vernon,FL,03-28-2020 17:00,https://www.vernonmorningstar.com/news/covid-19-world-update-enforceable-quarantine-in-nyc-france-orders-1-billion-masks/,COVID-19 world update: Enforceable quarantine in NYC?; France orders 1 billion masks – Vernon Morning Star,quarantine,678.0,30.6197,-85.7062
Winter Haven,FL,03-19-2020 00:00,https://www.theledger.com/news/20200319/coronavirus-in-polk-winter-haven-declares-state-of-emergency,Coronavirus in Polk: Winter Haven declares state of emergency,state_of_emergency,245237.0,28.0118,-81.7017
Alpharetta,GA,03-24-2020 12:20,https://patch.com/georgia/alpharetta/alpharetta-coronavirus-emergency-order-closes-parks-facilities,Alpharetta Coronavirus: Emergency Order Closes Parks Facilities,None,65799.0,34.0703,-84.2738
Auburn,GA,,https://www.mainstreetnews.com/barrow/news/coronavirus-update-county-auburn-issue-orders-banning-dine-in-service/article_f9eb1bc1-ecd8-5271-a64a-f9c9ce709631.html,"Coronavirus update: County, Auburn issue orders banning dine-in service at restaurants, closing certain businesses",school_business_closure,7622.0,34.0157,-83.8319
Bainbridge,GA,,https://www.wctv.tv/content/news/City-of-Bainbridge-declares-state-of-emergency-in-response-to-COVID-19-569072031.html,City of Bainbridge declares state of emergency in response to COVID-19,state_of_emergency,11558.0,30.9046,-84.5722
Braselton,GA,,https://www.gainesvilletimes.com/news/health-care/gainesville-hospital-erects-mobile-unit-help-response-coronavirus-pandemic/,"Gainesville, Braselton hospitals erecting mobile unit, urges people stay home in response to coronavirus pandemic",shelter_in_place,10947.0,34.1087,-83.8124
Cairo,GA,03-27-2020 14:01,https://www.wtxl.com/news/local-news/grady-county-city-of-cairo-declare-state-of-emergency-due-to-covid-19-pandemic,"Grady County, City of Cairo declare state of emergency due to COVID-19 pandemic",state_of_emergency,9244.0,30.879,-84.205
Canton,GA,03-23-2020 10:47,https://patch.com/georgia/canton-ga/coronavirus-canton-adopts-emergency-ordinance,Coronavirus: Canton Adopts Emergency Ordinance,None,27936.0,34.2466,-84.4901
Clayton,GA,,https://www.news-daily.com/news/drive-through-covid--test-site-in-clayton-county-requires/article_bcf260c6-6898-11ea-a82e-878a467fd716.html,Drive-through COVID-19 test site in Clayton County requires a doctor's referral,None,3706.0,34.8775,-83.4027
Cleveland,GA,,https://www.whitecountynews.net/local/city-cleveland-approves-emergency-regulations-prevent-spread-covid-19,City of Cleveland approves emergency regulations to prevent spread of COVID-19,state_of_emergency,5025.0,34.5971,-83.7622
College Park,GA,,https://www.henryherald.com/news/college-park-declares-state-of-emergency-imposes-business-curfew-due/article_03719536-c25d-516d-aeac-dad6105133fd.html,College Park declares state of emergency; imposes business curfew due to Coronavirus,state_of_emergency,14959.0,33.6364,-84.464
Dallas,GA,,https://www.fox5atlanta.com/news/dallas-county-declares-public-health-emergency-following-community-spread-case-of-coronavirus,Dallas County declares public health emergency following community-spread case of coronavirus,state_of_emergency,13237.0,33.9153,-84.8416
Dalton,GA,,https://www.suwanneedemocrat.com/news/ga_fl_news/dalton-declares-state-of-emergency-over-covid/article_c886a888-5098-5de6-ac5f-fd50365f7c57.html,Dalton declares state of emergency over COVID-19,state_of_emergency,86841.0,34.7691,-84.9712
Dawson,GA,,https://www.dawsonnews.com/local/dawson-county-declares-state-emergency-due-covid-19/,Dawson County declares state of emergency due to COVID-19,state_of_emergency,4088.0,31.7721,-84.4437
Decatur,GA,03-16-2020 00:00,https://decaturish.com/2020/03/decatur-city-commission-declares-state-of-emergency-due-to-coronavirus-pandemic/,Decatur City Commission declares state of emergency due to coronavirus pandemic,state_of_emergency,23832.0,33.7711,-84.2968
Douglas,GA,03-25-2020 18:57,https://patch.com/georgia/douglasville/county-health-board-debates-coronavirus-restrictions-icu-fills,"As ICU Fills, Shelter In Place Mandated: Douglas Co. Coronavirus",shelter_in_place,13960.0,31.5065,-82.8543
Douglas,GA,03-26-2020 18:15,https://patch.com/georgia/douglasville/douglasville-council-approves-coronavirus-shelter-place-order,Douglasville Coronavirus Shelter In Place Order OKed By Council,shelter_in_place,13960.0,31.5065,-82.8543
Douglasville,GA,03-26-2020 18:15,https://patch.com/georgia/douglasville/douglasville-council-approves-coronavirus-shelter-place-order,Douglasville Coronavirus Shelter In Place Order OKed By Council,shelter_in_place,33675.0,33.7384,-84.7068
Duluth,GA,,https://www.ajc.com/news/local/suwanee-duluth-declare-states-emergency-due-coronavirus/uI1kLznXY1ZlG6aXPN5XzI/,"Suwanee, Duluth declare states of emergency due to coronavirus",state_of_emergency,29463.0,34.0053,-84.1491
Empire,GA,03-21-2020 23:21,https://www.wsav.com/c19emergency/,LIST: COVID-19 emergency declarations in Coastal Empire and Lowcountry,state_of_emergency,416.0,32.3395,-83.2951
Empire,GA,03-25-2020 00:00,https://www.wtoc.com/2020/03/25/united-way-coastal-empire-creates-emergency-fund-response-covid-/,United Way of the Coastal Empire creates emergency fund in response to COVID-19,None,416.0,32.3395,-83.2951
Evans,GA,03-23-2020 00:00,https://www.wtoc.com/2020/03/23/evans-county-declares-state-emergency-over-covid-concerns/,Evans County declares State of Emergency over COVID-19 concerns,state_of_emergency,35204.0,33.5619,-82.1351
Fayetteville,GA,03-22-2020 00:00,https://thecitizen.com/2020/03/22/follow-covid-19-prevention-guidelines-urges-fayetteville-mayor-johnson/,"Follow Covid-19 prevention guidelines, urges Fayetteville Mayor Johnson",None,17802.0,33.45,-84.4709
Forest Park,GA,,https://www.news-daily.com/news/forest-park-orders-covid--shelter-in-place-for-days/article_2541f0ac-7126-11ea-a649-931578596c2d.html,"Forest Park orders COVID-19 ""shelter in place"" for 14 days starting Monday, March 30 at 10 p.m.",shelter_in_place,19823.0,33.6209,-84.359
Forest Park,GA,,https://www.news-daily.com/news/forest-park-imposes-covid--state-of-emergency-p-m/article_ab17ff76-6ed0-11ea-8c43-8be80361f86b.html,"Forest Park imposes COVID-19 state of emergency, 10 p.m. to 5 a.m. curfew through April 10",state_of_emergency,19823.0,33.6209,-84.359
Forest Park,GA,,https://www.news-daily.com/news/forest-park-mayor-angelyne-butler-advises-residents-of-city-services/article_889dad6e-6a44-11ea-893b-97d14b0a3d03.html,"Forest Park Mayor Angelyne Butler advises residents of city services, resources during COVID-19 emergency",None,19823.0,33.6209,-84.359
Grovetown,GA,03-23-2020 18:06,https://www.wjbf.com/lifestyle/health/coronavirus/grovetown-city-council-passes-emergency-ordinance-extending-coronavirus-protections-closures/,"Grovetown City Council passes emergency ordinance extending coronavirus protections, closures",state_of_emergency,14109.0,33.4504,-82.2073
Hinesville,GA,03-21-2020 00:00,https://www.wtoc.com/2020/03/21/hinesville-declares-state-emergency-due-covid-/,Hinesville declares State of Emergency due to COVID-19,state_of_emergency,51001.0,31.8247,-81.6135
Howard,GA,03-14-2020 10:11,https://www.msgr.com/article/putnam-county-sheriff-howard-sills-issues-statement-coronavirus-after-president-issues,Putnam County Sheriff Howard Sills issues statement on Coronavirus after President issues national emergency,state_of_emergency,0.0,32.5982,-84.3786
Johns Creek,GA,03-19-2020 11:09,https://patch.com/georgia/johnscreek/coronavirus-johns-creek-council-adopts-emergency-ordinance,Coronavirus: Johns Creek Council Adopts Emergency Ordinance,None,84350.0,34.0333,-84.2026
LaGrange,GA,03-17-2020 00:00,https://www.wtvm.com/2020/03/17/watch-live-emergency-meeting-held-troup-co-after-second-covid-case-confirmed/,State of emergency declared in LaGrange after second COVID-19 case confirmed in Troup Co.,state_of_emergency,35918.0,33.0274,-85.0384
Lawrenceville,GA,,https://www.ajc.com/news/local/lawrenceville-declares-state-emergency-over-coronavirus-pandemic/49XjeqQ5BxR6uhzZhmYyvO/,Lawrenceville declares state of emergency over coronavirus pandemic,state_of_emergency,29873.0,33.9525,-83.9928
Locust Grove,GA,,https://www.henryherald.com/news/city-of-locust-grove-declares-public-health-state-of-emergency/article_117d6aa8-6f94-11ea-b458-43cb3044293b.html,City of Locust Grove declares public health state of emergency due to coronavirus,state_of_emergency,6715.0,33.3436,-84.1066
Marietta,GA,03-28-2020 21:30,https://patch.com/georgia/marietta/coronavirus-city-marietta-declares-emergency-situation-allows-certain-alcohol-sales,"Coronavirus: City Of Marietta Declares Emergency Situation, Allows For Certain Alcohol Sales",state_of_emergency,61048.0,33.9532,-84.5422
Marietta,GA,03-26-2020 01:06,https://patch.com/georgia/marietta/coronavirus-city-marietta-declares-emergency-situation-provides-resources-small,"Coronavirus: City Of Marietta Declares Emergency Situation, Provides Resources For Small Businesses",state_of_emergency,61048.0,33.9532,-84.5422
Milton,GA,03-19-2020 11:01,https://patch.com/georgia/alpharetta/coronavirus-alpharetta-adopts-emergency-operations-ordinance,"Coronavirus: Alpharetta, Milton Adopt Emergency Ordinance",None,38924.0,34.1353,-84.3138
Moody AFB,GA,,https://www.valdostadailytimes.com/news/local_news/moody-afb-declares-war-on-covid/article_a43948be-6ea7-11ea-a49c-7bab29e7d509.html,Moody AFB declares war on COVID-19,disaster_declaration,580.0,30.9715,-83.1954
Norcross,GA,,https://www.ajc.com/news/local/norcross-declares-state-emergency-due-coronavirus/wfU0yXtBc3tbjjQh2gx1rO/,Norcross declares state of emergency due to coronavirus,state_of_emergency,16845.0,33.9379,-84.2065
Norcross,GA,,https://www.gwinnettdailypost.com/local/state-of-emergency-declared-in-norcross-amid-coronavirus-outbreak/article_27d12a26-6a15-11ea-8bd5-d3290d500744.html,State of emergency declared in Norcross amid coronavirus outbreak,state_of_emergency,16845.0,33.9379,-84.2065
Rockingham,GA,,https://www.greensboro.com/rockingham_now/news/rockingham-county-schools-releases-coronavirus-emergency-preparation-and-response-plan/article_d406c2a0-8dc2-544e-8953-e956e3c94264.html,Rockingham County Schools releases Coronavirus emergency preparation and response plan,None,302.0,31.5441,-82.4145
Roswell,GA,03-19-2020 11:38,https://patch.com/georgia/roswell/coronavirus-roswell-adopts-emergency-operations-ordinance,Coronavirus: Roswell Adopts Emergency Operations Ordinance,None,94786.0,34.0391,-84.3513
Sandy Springs,GA,03-19-2020 11:26,https://patch.com/georgia/sandysprings/coronavirus-sandy-springs-issues-state-emergency,Coronavirus: Sandy Springs Issues State Of Emergency,state_of_emergency,106739.0,33.9366,-84.3703
Savannah,GA,03-19-2020 00:00,https://www.savannahnow.com/news/20200319/savannah-mayor-announces-state-of-emergency-over-covid-19-mandating-business-closures-restrictions,"Savannah mayor announces state of emergency over COVID-19, mandating business closures, restrictions",state_of_emergency,280082.0,32.0281,-81.1785
Snellville,GA,,https://www.ajc.com/news/local/snellville-dacula-latest-gwinnett-declare-emergency-over-coronavirus/z9JPpV2L5OaBp1S3SqCNjN/,"Snellville, Dacula latest in Gwinnett to declare emergency over coronavirus",state_of_emergency,19738.0,33.8561,-84.0038
Statham,GA,,https://www.mainstreetnews.com/barrow/news/coronavirus-update-statham-council-approves-nighttime-curfew-ban-on-dine/article_29ce252d-9131-5ad0-bbb2-f3cbafccfd9d.html,"Coronavirus update: Statham council approves nighttime curfew, ban on dine-in food service, other measures",lockdown,2694.0,33.9646,-83.6024
Suwanee,GA,,https://www.ajc.com/news/local/suwanee-duluth-declare-states-emergency-due-coronavirus/uI1kLznXY1ZlG6aXPN5XzI/,"Suwanee, Duluth declare states of emergency due to coronavirus",state_of_emergency,19549.0,34.0507,-84.0687
Thomasville,GA,03-26-2020 02:53,https://www.wtxl.com/news/local-news/thomasville-declares-state-of-emergency-amid-coronavirus-pandemic,Thomasville declares state of emergency amid coronavirus pandemic,state_of_emergency,24271.0,30.8394,-83.9783
Tifton,GA,03-20-2020 00:00,https://www.walb.com/2020/03/20/tifton-declares-state-emergency-during-covid-outbreak/,Tifton declares state of emergency during COVID-19 outbreak,state_of_emergency,24314.0,31.4625,-83.5205
Tucker,GA,03-20-2020 00:00,https://decaturish.com/2020/03/tucker-mayor-imposes-9-p-m-curfew-to-curb-coronavirus-spread/,Tucker Mayor imposes 9 p.m. curfew to curb coronavirus spread,lockdown,36130.0,33.8436,-84.2021
Washington,GA,03-23-2020 18:02,https://www.13wmaz.com/article/news/health/coronavirus/washington-county-declares-state-of-emergency-issues-curfew-due-to-covid-19/93-ca4ea3a9-9250-4416-b7cb-67d7ca0330b6,"Washington, Dodge declare state of emergencies, issue curfews due to COVID-19",state_of_emergency,3330.0,33.7355,-82.7427
Winder,GA,,https://www.mainstreetnews.com/barrow/news/coronavirus-update-winder-council-approves-mandatory-nighttime-curfew-some-business/article_b602d6fc-5bc8-5c71-bcc3-5edb93c407ee.html,"Coronavirus update: Winder council approves mandatory nighttime curfew, some business closures, bans dine-in service at restaurants, most public gatherings",lockdown,43583.0,33.9917,-83.7218
Woodstock,GA,,https://www.tribuneledgernews.com/woodstock-mayor-issues-executive-order-to-consolidate-city-virus-responses/article_7158386a-6ee8-11ea-9fda-37e9dccab3b2.html,Woodstock mayor issues executive order to consolidate city virus responses,None,31564.0,34.1026,-84.5085
Bonners Ferry,ID,,https://www.kootenaivalleytimes.com/boundary/bonners-ferry-mayor-declares-covid--emergency/article_8bfd8ae4-6afb-11ea-a92f-03c3ce906469.html,Bonners Ferry Mayor declares COVID-19 emergency,state_of_emergency,2675.0,48.6928,-116.3183
Caldwell,ID,03-20-2020 11:09,https://patch.com/new-jersey/caldwells/officials-declare-coronavirus-emergency-north-caldwell,Officials Declare Coronavirus 'Emergency' In North Caldwell,state_of_emergency,54660.0,43.6454,-116.6599
Crouch,ID,03-22-2020 03:16,https://www.kivitv.com/news/city-of-crouch-asking-people-to-stay-away-from-the-garden-valley-area-amid-covid-19-concerns,City of Crouch mayor declaring local disaster emergency as people amid COVID-19 concerns,state_of_emergency,170.0,44.11600000000001,-115.9728
Moscow,ID,03-12-2020 22:16,https://www.krem.com/article/news/health/coronavirus/pullman-state-of-emergency-covid-19/293-f078ac46-29c6-4dca-bc34-4f1ee0588029,Moscow issues coronavirus Emergency Proclamation,state_of_emergency,25579.0,46.7307,-116.9986
Pocatello,ID,,https://www.idahostatejournal.com/news/local/pocatello-joins-chubbuck-bingham-county-in-declaring-coronavirus-emergencies/article_19bea737-3aeb-5668-b18e-5cd2988c1bc2.html,"Pocatello joins Chubbuck, Bingham County in declaring coronavirus emergencies",state_of_emergency,71020.0,42.8716,-112.4652
Twin Falls,ID,,https://magicvalley.com/news/local/govt-and-politics/twin-falls-city-county-issue-declarations-of-emergency-in-response/article_4a4ccb47-f345-5821-9411-5e717eccc045.html,"Twin Falls city, county issue declarations of emergency in response to COVID-19",state_of_emergency,54455.0,42.5648,-114.4617
Aurora,IL,03-16-2020 00:00,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-aurora-virus-st-0317-20200316-tglozt6gynapjpjwqym7ndeqgi-story.html,State of emergency declared in Aurora due to coronavirus outbreak,state_of_emergency,200965.0,41.7637,-88.2901
