state,county,publish_date,url,title,category,population
Georgia,Clarke,,https://www.ajc.com/news/breaking-news/athens-clarke-county-enact-curfew-due-coronavirus/MRkTSHkU1xAbIWmhVqkYwM/,"Athens-Clarke County declares state of emergency, bans gatherings due to coronavirus",state_of_emergency,121265.0
Georgia,Clay,,https://www.news-daily.com/news/drive-through-covid--test-site-in-clayton-county-requires/article_bcf260c6-6898-11ea-a82e-878a467fd716.html,Drive-through COVID-19 test site in Clayton County requires a doctor's referral,None,3045.0
Georgia,Columbia,,https://www.wrdw.com/content/news/Columbia-County-will-not-order-closure-of-businesses-restaurants-bars-and-salons-569000101.html,"Columbia County will not order closure of businesses, restaurants, bars and salons",school_business_closure,135416.0
Georgia,Dawson,,https://www.dawsonnews.com/local/dawson-county-declares-state-emergency-due-covid-19/,Dawson County declares state of emergency due to COVID-19,state_of_emergency,22686.0
Georgia,Dodge,43913.75139,https://www.13wmaz.com/article/news/health/coronavirus/washington-county-declares-state-of-emergency-issues-curfew-due-to-covid-19/93-ca4ea3a9-9250-4416-b7cb-67d7ca0330b6,"Washington, Dodge declare state of emergencies, issue curfews due to COVID-19",state_of_emergency,21221.0
Georgia,Dougherty,43903.0,https://www.walb.com/2020/03/13/dougherty-co-declares-state-emergency-wake-covid-outbreak/,WATCH LIVE: Dougherty Co. declares State of Emergency for COVID-19,state_of_emergency,92969.0
Georgia,Evans,43913.0,https://www.wtoc.com/2020/03/23/evans-county-declares-state-emergency-over-covid-concerns/,Evans County declares State of Emergency over COVID-19 concerns,state_of_emergency,10833.0
Georgia,Fannin,43913.0,https://fannin.fetchyournews.com/2020/03/23/kemp-public-health-emergency-quarantine-gema/,UPDATE: Gov. Kemp instructs medically at-risk individuals to shelter in place - Fannin,shelter_in_place,23760.0
Georgia,Forsyth,43909.48889,https://patch.com/georgia/cumming/coronavirus-forsyth-county-declares-state-emergency,Coronavirus: Forsyth County Declares State Of Emergency,state_of_emergency,195405.0
Georgia,Fulton,,https://www.mdjonline.com/neighbor_newspapers/fulton-county-declares-a-state-of-emergency-due-to-the/article_416f2034-6969-11ea-a819-9760f21d8da5.html,Fulton County declares a state of emergency due to the coronavirus,state_of_emergency,1010562.0
Georgia,Gilmer,43913.0,https://gilmer.fetchyournews.com/2020/03/23/kemp-public-health-emergency-quarantine-gema/,UPDATE: Gov. Kemp instructs medically at-risk individuals to shelter in place - Gilmer,shelter_in_place,28579.0
Georgia,Glynn,43910.0,https://www.wtoc.com/2020/03/20/glynn-co-declares-state-emergency-closes-beaches-due-covid-/,"Glynn Co. declares State of Emergency, closes beaches due to COVID-19",state_of_emergency,81508.0
Georgia,Grady,43903.0,https://www.cairomessenger.com/2020/03/13/grady-county-schools-to-be-closed-until-march-30/,"Kemp orders schools statewide to close, Grady to reopen April 13",school_business_closure,25278.0
Georgia,Gwinnett,,https://www.ajc.com/news/local/snellville-dacula-latest-gwinnett-declare-emergency-over-coronavirus/z9JPpV2L5OaBp1S3SqCNjN/,"Snellville, Dacula latest in Gwinnett to declare emergency over coronavirus",state_of_emergency,859304.0
Georgia,Laurens,43909.65694,https://www.13wmaz.com/article/news/local/laurens-county-declares-state-of-emergency-curfew-after-confirmed-covid-19-case/93-14da2fd2-3669-4a74-8ea5-285d82a11b14,"Laurens County declares state of emergency, curfew after confirmed COVID-19 case",state_of_emergency,47999.0
Georgia,Lowndes,,https://www.valdostadailytimes.com/news/no-new-cases-reported-in-lowndes-south-health-district-declares/article_0a8041e2-6ac3-11ea-affa-57305140ba3b.html,No new cases reported in Lowndes; South Health District declares 8 COVID-19 cases,None,112916.0
Georgia,Lumpkin,43913.0,https://lumpkin.fetchyournews.com/2020/03/23/dahlonega-closes-city-hall-will-consider-declaration-of-state-of-emergency/,"Dahlonega closes City Hall, will consider declaration of state of emergency - Lumpkin",state_of_emergency,30918.0
Georgia,Macon,,https://www.macon.com/news/article241433361.html,"Georgia governor orders bars, clubs closed amid coronavirus | Macon Telegraph",None,14009.0
Georgia,Monroe,43913.0,https://41nbc.com/2020/03/23/monroe-county-state-emergency-april-10/,Monroe County under state of emergency through at least April 10,state_of_emergency,26984.0
Georgia,Rabun,43913.0,https://rabun.fetchyournews.com/2020/03/23/kemp-public-health-emergency-quarantine-gema/,UPDATE: Gov. Kemp instructs medically at-risk individuals to shelter in place - Rabun,shelter_in_place,16235.0
Georgia,Randolph,43910.0,https://www.wtvm.com/2020/03/20/state-emergency-issued-randolph-county-ga-following-covid-outbreak/,"Declaration of local emergency issued for Randolph County, Ga. due to COVID-19 outbreak",state_of_emergency,7197.0
Georgia,Seminole,43908.0,https://www.donalsonvillenews.com/2020/03/18/kemp-orders-schools-closed-seminole-county-to-resume-april-13/,Kemp orders schools closed; Seminole County to resume April 13,school_business_closure,8945.0
Georgia,Tift,43910.0,https://www.walb.com/2020/03/20/tifton-declares-state-emergency-during-covid-outbreak/,Tifton declares state of emergency during COVID-19 outbreak,state_of_emergency,40286.0
Georgia,Troup,43907.0,https://www.wtvm.com/2020/03/17/watch-live-emergency-meeting-held-troup-co-after-second-covid-case-confirmed/,State of emergency declared in LaGrange after second COVID-19 case confirmed in Troup Co.,state_of_emergency,69053.0
Georgia,Walker,43913.0,https://wdef.com/2020/03/23/walker-county-orders-dine-food-services-close/,Walker County Orders Restrictions on Restaurants and Gatherings,None,68198.0
Idaho,Ada,43913.15,https://www.ktvb.com/article/news/health/coronavirus/live-idaho-coronavirus-updates-state-totals-new-cases/277-a0111340-ad99-4bf2-99b1-ea0d73ef777b,"Live Idaho coronavirus updates: 77 Idaho cases, ISBOE directs all schools to close down, more cases in Ada County",school_business_closure,416464.0
Idaho,Bonner,43908.0,https://bonnercountydailybee.com/news/2020/mar/18/bonner-county-declares-covid-19-emergency/,Bonner County declares COVID-19 emergency,state_of_emergency,40699.0
Idaho,Boundary,,https://www.kootenaivalleytimes.com/boundary/boundary-county-declares-covid--emergency/article_d21ac4b6-6a23-11ea-bf17-9327f97b5757.html,Boundary County declares COVID-19 emergency,state_of_emergency,10853.0
Idaho,Fremont,43913.0,https://localnews8.com/news/local-news/2020/03/23/fremont-county-enacts-emergency-declaration/,Fremont County enacts Emergency Declaration,None,12927.0
Idaho,Jefferson,,https://www.idahostatesman.com/news/business/article241416226.html,State virus cases at 157; closures ordered in Jefferson Co. | Idaho Statesman,None,26914.0
Idaho,Kootenai,43905.0,https://www.spokesman.com/stories/2020/mar/15/kootenai-county-declares-emergency-following-lead-/,"Kootenai County declares emergency, following lead of other state, local governments in wake of coronavirus",state_of_emergency,144265.0
Idaho,Latah,,https://dnews.com/coronavirus/latah-county-declares-local-disaster-emergency/article_818ccf78-681e-11ea-b729-93612b69e315.html,Latah County declares local disaster emergency,state_of_emergency,38078.0
Idaho,Nez Perce,,https://www.idahocountyfreepress.com/news/covid-19/nez-perce-tribe-declares-state-of-public-health-emergency-on/article_18743d7e-6958-11ea-9010-23f3777c73f0.html,Nez Perce Tribe Declares State of Public Health Emergency on Reservation,state_of_emergency,39915.0
Idaho,Power,,https://www.idahostatesman.com/news/local/community/boise/article241266201.html,Boise council approves mayoral powers in health emergency,None,7719.0
Idaho,Shoshone,43906.0,https://shoshonenewspress.com/news/2020/mar/16/shoshone-county-joins-other-counties-in-declaring/,Shoshone County joins other counties in declaring state of emergency,state_of_emergency,12690.0
Idaho,Twin Falls,43913.148610000004,https://newsradio1310.com/twin-falls-county-considers-state-of-emergency/,Twin Falls County Considers State of Emergency,state_of_emergency,79957.0
Illinois,Coles,,https://jg-tc.com/news/local/govt-and-politics/coles-county-declares-emergency-in-response-to-coronavirus/article_89fc27f8-ae9d-5982-8bc2-79dcde2341ff.html,Coles County declares emergency in response to coronavirus,state_of_emergency,53697.0
Illinois,Cumberland,,https://jg-tc.com/news/local/state-of-emergency-declared-in-cumberland-county-after-resident-diagnosed/article_65de125c-9014-5f3f-a5c0-b00a62abffcf.html,State of emergency declared in Cumberland County after resident diagnosed with coronavirus,state_of_emergency,10939.0
Illinois,DeKalb,43909.0,https://www.daily-chronicle.com/2020/03/19/dekalb-county-board-chairman-declares-dekalb-county-emergency-area/avystco/,DeKalb County Board Chairman declares DeKalb County emergency area,state_of_emergency,104741.0
Illinois,DuPage,43905.0,https://www.dailyherald.com/news/20200315/dupage-county-declaring-disaster-in-wake-of-first-confirmed-covid-19-case,DuPage County declaring disaster in wake of first confirmed COVID-19 case,disaster_declaration,932126.0
Illinois,Effingham,,https://www.effinghamdailynews.com/news/coronavirus/effingham-county-declares-disaster/article_fdb2b7ac-67d3-11ea-a968-b758f137bdca.html,Effingham County declares disaster,disaster_declaration,34307.0
Illinois,Gallatin,43906.892360000005,https://www.kbzk.com/news/local-news/order-closure-for-bars-and-restaurants-in-gallatin-county,Order Closure for Bars and Restaurants in Gallatin County,school_business_closure,5415.0
Illinois,Hancock,,https://gazette.com/news/denver-mayor-hancock-declares-stay-at-home-order-coronavirus-in/article_b4de34b5-b94e-5457-ac17-3fbd1447e9e4.html,Denver Mayor Hancock declares 'stay-at-home' order over coronavirus,shelter_in_place,18618.0
Illinois,Jersey,43911.0,https://www.politico.com/states/new-jersey/story/2020/03/21/murphy-directs-new-jersey-businesses-close-amid-fight-against-coronavirus-1268627,Murphy directs New Jersey businesses to close amid fight against coronavirus,school_business_closure,22641.0
Illinois,Kane,43907.710419999996,https://patch.com/illinois/aurora/coronavirus-kane-county-state-emergency-declared,Coronavirus In Kane County: State Of Emergency Declared,state_of_emergency,523643.0
Illinois,Kendall,43913.0,https://www.kendallcountynow.com/2020/03/23/kendall-county-sheriffs-office-urges-unity-amid-covid-19-emergency/ab4zono/,Kendall County Sheriff's Office urges unity amid COVID-19 emergency,None,119348.0
Illinois,Knox,43910.0,https://www.knoxnews.com/story/news/2020/03/20/knox-county-has-ordered-bars-close-over-coronavirus/2885129001/,"Knoxville orders bars, restaurants, gyms to close to stop the spread of coronavirus",school_business_closure,52078.0
Illinois,Lake,43908.95833,https://patch.com/illinois/lakeforest/gyms-ordered-closed-lake-bluff-declares-coronavirus-emergency,Gyms Ordered Closed As Lake Bluff Declares Coronavirus Emergency,state_of_emergency,703019.0
Illinois,Lawrence,43910.0,https://www.neoshodailynews.com/news/20200320/lawrence-county-declares-state-of-emergency,Lawrence County declares state of emergency,state_of_emergency,16558.0
Illinois,McHenry,43900.736110000005,https://patch.com/illinois/crystallake/il-coronavirus-mchenry-county-teen-among-new-cases,Coronavirus In IL: State Of Emergency Declared In McHenry County,state_of_emergency,307409.0
Illinois,Sangamon,,https://www.nprillinois.org/post/sangamon-county-declares-disaster-area-springfield-consider-emergency-declaration,Sangamon County Declares Disaster Area; Springfield To Consider Emergency Declaration,disaster_declaration,199145.0
Illinois,Winnebago,,https://www.wifr.com/content/news/Winnebago-County-issued-emergency-proclamation-for-the-coronavirus-outbreak-568836331.html,Winnebago County issued emergency proclamation for the coronavirus outbreak,None,290666.0
Indiana,Adams,,https://www.ksnblocal4.com/content/news/Adams-County-declares-state-of-emergency-568874451.html,Adams County declares State of Emergency,state_of_emergency,34614.0
Indiana,Boone,43908.711110000004,https://www.wthr.com/article/boone-county-declares-emergency-it-fights-covid-19-fear-it-brings-community,"Boone County declares emergency as it fights COVID-19, the fear it brings to community",state_of_emergency,60477.0
Indiana,Clay,,https://www.mycouriertribune.com/coronavirus/update-state-of-emergency-related-to-covid--declared-in/article_5e944fea-68bf-11ea-b164-ef84a68bfd9f.html,UPDATE: State of emergency related to COVID-19 declared in Clay County,state_of_emergency,26803.0
Indiana,Crawford,43913.0,https://www.bucyrustelegraphforum.com/story/news/2020/03/23/coronavirus-ohio-crawford-county-declares-state-emergency/2900517001/,Coronavirus in Ohio: Crawford County declares state of emergency,state_of_emergency,10621.0
Indiana,Daviess,,https://www.heraldbulletin.com/indiana/news/daviess-county-declares-health-emergency/article_0caea09d-c4c9-5f32-9997-6071b46d7a47.html,Daviess County declares health emergency,state_of_emergency,32407.0
Indiana,Decatur,,https://www.wcmessenger.com/articles/decatur-declares-health-emergency/,Decatur declares health emergency,state_of_emergency,26277.0
Indiana,DeKalb,43913.72153,https://www.theatlantavoice.com/articles/coronavirus-dekalb-county-ceo-declares-state-of-emergency/,Coronavirus: DeKalb County CEO declares state of emergency,state_of_emergency,42307.0
Indiana,Floyd,,https://www.newsandtribune.com/coronavirus/clark-floyd-counties-order-non-essential-public-businesses-to-close/article_ba41ab2e-6d35-11ea-a9d7-9bb562833bd0.html,"Clark, Floyd counties order non-essential public businesses to close at 9 p.m. today",school_business_closure,76244.0
Indiana,Fountain,43908.03403,https://www.fox21news.com/health/coronavirus/city-of-fountain-passes-declaration-of-emergency-in-response-to-covid-19/,City of Fountain passes Declaration of Emergency in Response to COVID-19,None,16880.0
Indiana,Franklin,,https://www.heraldmailmedia.com/news/tri_state/pennsylvania/franklin-county-declares-disaster-in-response-to-covid/article_3862cff8-ac70-5e1e-924f-2b1eba8c0f9e.html,Franklin County declares disaster in response to COVID-19,disaster_declaration,22951.0
Indiana,Franklin,43910.0,https://www.tennessean.com/story/news/local/williamson/franklin/2020/03/20/coronavirus-tennessee-franklin-state-emergency/2889850001/,"Coronavirus in Tennessee: Franklin, Brentwood declare a state of emergency",state_of_emergency,22951.0
Indiana,Hamilton,,https://www.wrcbtv.com/story/41929256/update-hamilton-county-mayor-coppinger-declares-state-of-emergency-in-covid19-update,UPDATE: Hamilton County Mayor Coppinger declares state of emergency in COVID-19 update,state_of_emergency,296693.0
Indiana,Harrison,,https://www.sunherald.com/news/coronavirus/article241405021.html,No curfew ordered yet in Harrison County,None,39163.0
Indiana,Henry,,https://www.martinsvillebulletin.com/news/local/henry-county-declares-state-of-emergency-to-aid-coronavirus-prevention/article_df6d1602-03b2-597c-8598-767db82fbfb1.html,Henry County declares state of emergency to aid coronavirus prevention and response efforts,state_of_emergency,49044.0
Indiana,Howard,,http://kokomoperspective.com/kp/howard-county-declaring-a-public-health-emergency/article_cc6265e2-696a-11ea-a4ab-d7539450fffc.html,Howard County declaring a public health emergency,state_of_emergency,82760.0
Indiana,Huntington,43907.0,https://www.latimes.com/socal/daily-pilot/news/story/2020-03-17/huntington-beach-closes-libraries-and-declares-local-emergency-in-response-to-coronavirus-outbreak,Huntington Beach closes libraries and declares local emergency in response to coronavirus outbreak,state_of_emergency,36791.0
Indiana,Jackson,,https://www.kdrv.com/content/news/Jackson-County-Commissioners-declare-State-of-Emergency-568930511.html,"Josephine, Jackson counties declare state of emergency due to coronavirus",state_of_emergency,43466.0
Indiana,Jasper,,https://www.kjas.com/news/local_news/article_36d7bc3c-69f8-11ea-820a-cf2add3bb288.html,"Jasper County order amended: 24-hour curfew for juv's, if you have symptoms CALL before you seek medical care",None,33389.0
Indiana,Jefferson,,https://helenair.com/news/state-and-regional/jefferson-county-declares-emergency-due-to-covid/article_f0845b7a-c1f3-58ca-a1ba-f756546ccee8.html,Jefferson County declares emergency due to COVID-19,state_of_emergency,32458.0
Indiana,Knox,43908.99722,https://www.tristatehomepage.com/news/coronavirus-watch/coronavirus-watch-indiana/knox-county-in-declares-state-of-emergency/,"Knox County, IN declares state of emergency",state_of_emergency,37954.0
Indiana,LaGrange,,https://www.kpcnews.com/covid-19/article_a5ec0bb7-c059-57d2-a8d7-067bf6e73156.html,LaGrange County under a state of emergency,state_of_emergency,37996.0
Indiana,Lawrence,,https://northcountrynow.com/news/st-lawrence-county-declares-state-emergency-covid-19-concerns-rise-0276976,"St. Lawrence County declares state of emergency, as COVID-19 concerns rise",state_of_emergency,45844.0
Indiana,Monroe,43913.0,https://41nbc.com/2020/03/23/monroe-county-state-emergency-april-10/,Monroe County under state of emergency through at least April 10,state_of_emergency,141888.0
Indiana,Montgomery,43913.0,https://www.theleafchronicle.com/story/news/local/clarksville/2020/03/23/coronavirus-safe-at-home-orders-clarksville-montgomery-county/2903300001/,"Montgomery County, Clarksville order restrictions on businesses, social gatherings due to COVID-19",None,38177.0
Indiana,Montgomery,43905.0,https://dailygazette.com/article/2020/03/15/montgomery-county-declares-state-of-emergency-over-coronavirus,Montgomery County declares State of Emergency over coronavirus,state_of_emergency,38177.0
Indiana,Perry,43909.4125,https://www.tristatehomepage.com/news/local-news/perry-county-issues-state-of-emergency-proclamation/,Perry County issues ‘State of Emergency’ proclamation,state_of_emergency,19558.0
Indiana,Pike,,http://www.pikecountycourier.com/news/local-news/covid-19-update-pike-county-has-second-case-emergency-declared-DA983270,"COVID-19 update: Pike County has second case, emergency declared",state_of_emergency,12683.0
Indiana,Posey,43908.0,https://www.14news.com/2020/03/18/watch-live-posey-co-officials-holding-news-conference/,Posey Co. under state of emergency,state_of_emergency,25486.0
Indiana,Posey,43911.0,https://www.14news.com/2020/03/21/posey-co-requests-all-gyms-nail-hair-shops-close/,"Posey Co. issues local emergency; requests all gyms, nail, hair shops to close",None,25486.0
Indiana,Shelby,43913.0,https://www.wmcactionnews5.com/2020/03/23/mayor-issues-safer-home-order-memphis/,"Memphis, Shelby County municipalities issue ‘safer-at-home’ orders to curb the spread of COVID-19",shelter_in_place,44729.0
Indiana,Shelby,43909.0,https://www.wmcactionnews5.com/2020/03/19/shelby-county-now-has-cases-coronavirus-health-dept-says/,154 cases of coronavirus confirmed in Tennessee; Shelby County mayor declares emergency as community transmission begins,state_of_emergency,44729.0
Indiana,Steuben,43904.74375,https://www.mytwintiers.com/news-cat/top-stories/steuben-county-declares-state-of-emergency-in-response-to-covid-19/,Steuben County declares State of Emergency in response to COVID-19,state_of_emergency,34358.0
Indiana,Tippecanoe,43894.69722,https://www.wthr.com/article/tippecanoe-county-health-department-tests-people-covid-19-virus-declares-public-health-alert,"Tippecanoe County Health Department tests people for COVID-19 virus, declares a public health alert",None,180174.0
Indiana,Tipton,,https://covingtonleader.com/news/tipton-county-declares-a-state-of-emergency-heres-what-that-means-for-businesses-groups-and-the-government/,"Tipton County declares a state of emergency – here’s what that means for businesses, groups and the government",state_of_emergency,15650.0
Indiana,Vanderburgh,43906.0,https://www.courierpress.com/story/news/2020/03/16/emergency-declared-evansville-vanderburgh-public-buildings-close/5061514002/,"State of Emergency declared for Evansville, Vanderburgh for coronavirus threat",state_of_emergency,181398.0
Indiana,Wayne,43910.0,https://www.pal-item.com/story/news/local/2020/03/20/richmond-wayne-county-order-all-non-essential-interaction-cease/2885853001/,"City of Richmond, Wayne County order 'all non-essential interaction' to cease",None,67893.0
Indiana,White,,http://www.newsbug.info/monticello_herald_journal/news/local/commissioners-declare-disaster-emergency-in-white-county/article_de5226c5-d7fa-5c21-b836-ded568f90c98.html,"White County Commissioners, city of Monticello declare health/disaster emergency",state_of_emergency,24466.0
Indiana,Whitley,43908.58125,https://www.thenewsjournal.net/judge-executive-declares-state-of-emergency-in-whitley-county/,The News Journal Judge-Executive declares state of emergency in Whitley County – The News Journal,state_of_emergency,33294.0
Iowa,Bremer,43901.0,https://www.waukonstandard.com/articles/2020/03/11/supervisors-approve-cooperative-agreement-bremer-county-regard-competitive,Supervisors approve cooperative agreement with Bremer County in regard to competitive highway bridge program,None,24624.0
Iowa,Cass,43910.92292,https://www.ketv.com/article/sarpy-cass-county-officials-to-respond-to-governors-executive-orders/31818006,"Sarpy, Cass county officials respond to governor's executive orders",None,13598.0
Iowa,Dallas,43905.0,https://kwwl.com/2020/03/15/des-moines-mayor-declares-state-of-emergency-after-dallas-county-case/,Des Moines mayor declares state of emergency after Dallas County case,state_of_emergency,74641.0
Iowa,Delaware,,https://www.iowapublicradio.org/post/governors-order-residents-stay-home-us-confirmed-cases-covid-19-rise,"Ohio, Louisiana, Delaware Order Residents To Stay Home As Cases Of COVID-19 Rise",shelter_in_place,17534.0
Iowa,Des Moines,43905.0,https://www.desmoinesregister.com/story/news/2020/03/15/coronavirus-iowa-des-moines-mayor-declares-state-emergency/5054544002/,'We should all be concerned': Des Moines mayor declares state of emergency over Iowa's coronavirus 'community spread',state_of_emergency,40480.0
Iowa,Dubuque,,https://www.telegraphherald.com/coronavirus/article_f0aeb0cf-1b79-5e33-ae22-e9ae0afee2e3.html,"Dubuque mayor declares state of emergency, bans large gatherings on public property",state_of_emergency,95697.0
Iowa,Linn,43913.90833,https://littlevillagemag.com/linn-county-supervisors-approve-paid-leave-for-county-employees-due-to-covid-19/,Linn County Supervisors approve paid leave for county employees due to COVID-19,None,216111.0
Iowa,Winneshiek,43914.0,https://www.decorahnews.com/news-stories/2020/03/24829.html,"TOP STORY: Winneshiek County Supervisors approve $16,800 in aid to groups working to lessen the impact of the pandemic",None,20994.0
Kansas,Bourbon,43914.070139999996,https://www.fourstateshomepage.com/news/bourbon-county-declares-emergency-issues-new-guidelines/,"Bourbon County Declares Emergency, Issues New Guidelines",state_of_emergency,14852.0
Kansas,Butler,43909.0,https://www.butlercountytimesgazette.com/news/20200319/butler-county-declares-state-of-emergency,Butler County declares state of emergency,state_of_emergency,65803.0
Kansas,Douglas,43908.0,https://www2.ljworld.com/news/general-news/2020/mar/18/douglas-county-health-department-orders-restaurants-closed-bans-public-gatherings-larger-than-10-people/,"Douglas County health department orders dine-in restaurants closed, limits public gatherings to 10 people",None,114322.0
Kansas,Gove,43460.0,https://www.gctelegram.com/news/20181226/kansas-governor-declares-state-of-disaster-ahead-of-winter-storm,Kansas governor declares State of Disaster ahead of winter storm,disaster_declaration,2769.0
Kansas,Jefferson,,https://www.kansas.com/news/article241416226.html,State virus cases at 157; closures ordered in Jefferson Co. | The Wichita Eagle,None,18813.0
Kansas,Kingman,43712.86597,https://www.ksn.com/news/local/sheriff-requests-animal-rescue-assistance-in-kingman-county/,Sheriff requests animal rescue assistance in Kingman County,None,7844.0
Kansas,Lyon,,http://www.emporiagazette.com/free/article_d847b2de-67a0-11ea-bbcd-c78e41965672.html,Lyon County makes local disaster declaration,disaster_declaration,33510.0
Kansas,Osage,43909.451389999995,https://www.osagecountyonline.com/archives/35844,Osage County declares public health emergency,state_of_emergency,16142.0
Kansas,Rawlins,,https://www.thefencepost.com/news/usda-designates-rawlins-county-kansas-as-a-primary-natural-disaster-area/,"USDA designates Rawlins County, Kansas, as a primary natural disaster area",None,2589.0
Kansas,Sedgwick,,https://www.kansas.com/news/politics-government/article241433771.html,"Sedgwick County, KS recommends stay-at-home order",shelter_in_place,505415.0
Kansas,Sedgwick,,https://www.kwch.com/content/news/WATCH-LIVE-Sedgwick-County-holds-COVID-19-update-568833041.html,"Sedgwick County declares state of emergency, bans gatherings more than 50 people",state_of_emergency,505415.0
Kansas,Wyandotte,43903.867360000004,https://fox4kc.com/tracking-coronavirus/kck-mayor-david-alvey-declares-state-of-emergency-for-kck-and-wyandotte-county/,"Johnson, Wyandotte counties declare State of Emergency in response to coronavirus",state_of_emergency,160384.0
Kentucky,Barren,,https://www.wbko.com/content/news/Barren-County-and-its-cities-declare-local-State-of-Emergency-568876081.html,Barren County and its cities declare local State of Emergency,state_of_emergency,43027.0
Kentucky,Boone,,https://www.nkytribune.com/2020/03/boone-campbell-grant-kenton-counties-declare-states-of-emergency-in-response-to-covid-19-threat/,"Boone, Campbell, Grant, Kenton counties declare states of emergency in response to COVID-19 threat",state_of_emergency,124442.0
Kentucky,Daviess,43910.931939999995,https://www.tristatehomepage.com/news/coronavirus-watch/coronavirus-watch-kentucky/daviess-county-ky-declares-state-of-emergency/,"Daviess County, KY declares state of emergency",state_of_emergency,98218.0
Kentucky,Grayson,,https://gcnewsgazette.com/Content/Default/Local-News-Stories/Article/State-of-emergency-declared-in-Grayson/-3/9/2181,State of emergency declared in Grayson,state_of_emergency,25997.0
Kentucky,Greenup,43903.76528,https://www.wowktv.com/news/local/greenup-county-declares-local-state-of-emergency/,Greenup County declares local state of emergency,state_of_emergency,36519.0
Kentucky,Henderson,43906.96597,https://www.tristatehomepage.com/news/coronavirus-watch/city-of-henderson-declares-state-of-emergency/,City of Henderson declares state of emergency,state_of_emergency,46347.0
Kentucky,Knott,,https://www.wymt.com/content/news/State-of-emergency-declared-in-Knott-County-568895041.html,State of emergency declared in Knott County,state_of_emergency,15976.0
Kentucky,Lawrence,43914.0,https://collegefootballtalk.nbcsports.com/2020/03/24/ncaa-forces-trevor-lawrence-to-shutdown-coronavirus-fundraiser-page/,NCAA forces Trevor Lawrence to shutdown coronavirus fundraiser page - CollegeFootballTalk,None,15856.0
Kentucky,Letcher,,https://www.wymt.com/content/news/Letcher-County-officials-declare-state-of-emergency-568923551.html,Letcher County officials declare state of emergency,state_of_emergency,23619.0
Kentucky,Lewis,,http://www.lewiscountyherald.com/judge-ruckel-declares-state-of-emergency,Judge Ruckel declares state of emergency – The Lewis County Herald,state_of_emergency,13806.0
Kentucky,McCracken,,https://www.wpsdlocal6.com/news/paducah-mccracken-county-leaders-declare-local-state-of-emergency/article_2a0c5f82-67c6-11ea-914d-6fe5dc45889d.html,"Paducah, McCracken County leaders declare local state of emergency",state_of_emergency,65373.0
Kentucky,Magoffin,,https://www.salyersvilleindependent.com/gov-beshear-restricts-nursing-home-visits-what-it-means-magoffin,Gov. Beshear restricts nursing home visits: What it means for Magoffin,None,12950.0
Kentucky,Marion,,https://www.marshallnewsmessenger.com/news/marion-county-renews-local-state-of-disaster-declaration/article_78ac461c-6d5b-11ea-869f-4bd50ee8cd4a.html,Marion County renews local state of disaster declaration,disaster_declaration,20045.0
Kentucky,Pike,,http://www.news-expressky.com/covid-19/article_a0ad92ec-6879-11ea-a9c8-87953a723e3e.html,Local leaders announce state of emergency in Pike,state_of_emergency,63380.0
Kentucky,Scott,,http://www.news-graphic.com/breaking_news/community-leaders-declare-a-state-of-emergency-for-scott-county/article_e075ac40-6895-11ea-bb13-db967dea5967.html,"Community leaders declare a State of Emergency for Scott County, Georgetown",state_of_emergency,49947.0
Kentucky,Webster,,https://surfky.com/index.php/webster/news-webster/148527-webster-county-judge-executive-declares-state-of-emergency,Webster County Judge-Executive declares state of emergency,state_of_emergency,13452.0
Louisiana,Cameron Parish,43657.7,https://www.12newsnow.com/article/weather/hurricane/voluntary-evacuation-ordered-for-intracoastal-waterway-in-louisiana/502-478b35aa-07a7-42a2-9e05-0ccce5233448,Cameron Parish orders voluntary evacuation south of Intracoastal Waterway in Louisiana,None,6744.0
Louisiana,Morehouse Parish,,https://www.knoe.com/content/news/Morehouse-Parish-declares-state-of-emergency-ahead-of-severe-weather-566888711.html,Morehouse Parish declares state of emergency ahead of severe weather threat,state_of_emergency,27057.0
Maryland,Anne Arundel,43902.95556,https://patch.com/maryland/annapolis/coronavirus-spurs-state-emergency-anne-arundel-county,Coronavirus Spurs State Of Emergency For Anne Arundel County,state_of_emergency,555743.0
Maryland,Baltimore,43914.43958,https://www.wbaltv.com/article/baltimore-enforces-governors-coronavirus-orders/31904290,Baltimore-area leaders speak on how governor's coronavirus orders will be enforced,None,823015.0
Maryland,Calvert,,https://www.somdnews.com/emergency_notice/calvert-county-declares-emergency-move-will-enable-sba-assistance/article_4e925ee5-2f7d-5fc1-877c-df41f70fdbe6.html,Calvert County declares emergency; move will enable SBA assistance,state_of_emergency,90484.0
Maryland,Caroline,,https://www.myeasternshoremd.com/cecilwhig/apg/coverage/local-state-of-emergency-declared-by-caroline-county-commissioners/article_58b87b67-e912-5671-acd5-2449293c9075.html,Local state of emergency declared by Caroline County Commissioners,state_of_emergency,32693.0
Maryland,Carroll,43903.0,https://www.baltimoresun.com/coronavirus/cc-coronavirus-curve-prep-state-emergency-20200313-xq5l22rn2rgtxn3jryxizrtyvu-story.html,Carroll County declares state of emergency due to coronavirus: 'We’re not going to stop it at this point’,state_of_emergency,167564.0
Maryland,Cecil,,https://www.cecildaily.com/emergency_notice/hogan-signs-executive-order-allowing-alcohol-delivery-as-cecil-county/article_ed101302-5660-5a03-bfd0-b238f10a031f.html,Hogan signs executive order allowing alcohol delivery as Cecil County haunts stick it out,None,101913.0
